train_number,class_type,amount
16057,1A,1200.0
16058,SL,400.0
16058,3A,640.0
16058,2A,800.0
16058,1A,1200.0
16093,SL,400.0
16093,3A,640.0
16093,2A,800.0
16093,1A,1200.0
16094,SL,400.0
16094,3A,640.0
16094,2A,800.0
16094,1A,1200.0
16203,SL,400.0
16203,3A,640.0
16203,2A,800.0
16203,1A,1200.0
16204,SL,400.0
16204,3A,640.0
16204,2A,800.0
16204,1A,1200.0
55201,SL,400.0
55201,3A,640.0
55201,2A,800.0
55201,1A,1200.0
15640,SL,400.0
15640,3A,640.0
15640,2A,800.0
15640,1A,1200.0
15905,SL,400.0
15905,3A,640.0
15905,2A,800.0
15905,1A,1200.0
15906,SL,400.0
15906,3A,640.0
15906,2A,800.0
15906,1A,1200.0
15927,SL,400.0
15927,3A,640.0
15927,2A,800.0
15927,1A,1200.0
15928,SL,400.0
15928,3A,640.0
15928,2A,800.0
15928,1A,1200.0
15929,SL,400.0
15929,3A,640.0
15929,2A,800.0
15929,1A,1200.0
15930,SL,400.0
15930,3A,640.0
15930,2A,800.0
15930,1A,1200.0
15933,SL,400.0
15933,3A,640.0
15933,2A,800.0
15933,1A,1200.0
15934,SL,400.0
15934,3A,640.0
15934,2A,800.0
15934,1A,1200.0
15942,SL,400.0
15942,3A,640.0
15942,2A,800.0
15942,1A,1200.0
15960,SL,400.0
15960,3A,640.0
15960,2A,800.0
15960,1A,1200.0
16031,SL,400.0
16031,3A,640.0
16031,2A,800.0
16031,1A,1200.0
16032,SL,400.0
16032,3A,640.0
16032,2A,800.0
16032,1A,1200.0
16041,SL,400.0
16041,3A,640.0
16041,2A,800.0
16041,1A,1200.0
16085,SL,400.0
16085,3A,640.0
16085,2A,800.0
16085,1A,1200.0
16086,SL,400.0
16086,3A,640.0
16086,2A,800.0
16086,1A,1200.0
16089,SL,400.0
16089,3A,640.0
16089,2A,800.0
16089,1A,1200.0
16090,SL,400.0
16090,3A,640.0
16090,2A,800.0
16090,1A,1200.0
16108,SL,400.0
16108,3A,640.0
16108,2A,800.0
16108,1A,1200.0
16115,SL,400.0
16115,3A,640.0
16115,2A,800.0
16115,1A,1200.0
16116,SL,400.0
16116,3A,640.0
16116,2A,800.0
16116,1A,1200.0
16125,SL,400.0
16125,3A,640.0
16125,2A,800.0
16125,1A,1200.0
16127,SL,400.0
16127,3A,640.0
16127,2A,800.0
16127,1A,1200.0
16128,SL,400.0
16128,3A,640.0
16128,2A,800.0
16128,1A,1200.0
16175,SL,400.0
16175,3A,640.0
16175,2A,800.0
16175,1A,1200.0
16176,SL,400.0
16176,3A,640.0
16176,2A,800.0
16176,1A,1200.0
16177,SL,400.0
16177,3A,640.0
16177,2A,800.0
16177,1A,1200.0
16178,SL,400.0
16178,3A,640.0
16178,2A,800.0
16178,1A,1200.0
16179,SL,400.0
16179,3A,640.0
16179,2A,800.0
16179,1A,1200.0
16180,SL,400.0
16180,3A,640.0
16180,2A,800.0
16180,1A,1200.0
16201,SL,400.0
16201,3A,640.0
16201,2A,800.0
16201,1A,1200.0
16202,SL,400.0
16202,3A,640.0
16202,2A,800.0
16202,1A,1200.0
16205,SL,400.0
16205,3A,640.0
16205,2A,800.0
16205,1A,1200.0
16206,SL,400.0
16206,3A,640.0
16206,2A,800.0
16206,1A,1200.0
16209,SL,400.0
16209,3A,640.0
16209,2A,800.0
16209,1A,1200.0
16210,SL,400.0
16210,3A,640.0
16210,2A,800.0
16210,1A,1200.0
16215,SL,400.0
16215,3A,640.0
16215,2A,800.0
16215,1A,1200.0
16216,SL,400.0
16216,3A,640.0
16216,2A,800.0
16216,1A,1200.0
16227,SL,400.0
16227,3A,640.0
16227,2A,800.0
16227,1A,1200.0
16228,SL,400.0
16228,3A,640.0
16228,2A,800.0
16228,1A,1200.0
16231,SL,400.0
16231,3A,640.0
16231,2A,800.0
16231,1A,1200.0
16232,SL,400.0
16232,3A,640.0
16232,2A,800.0
16232,1A,1200.0
16302,SL,400.0
16302,3A,640.0
16302,2A,800.0
16302,1A,1200.0
16305,SL,400.0
16305,3A,640.0
16305,2A,800.0
16305,1A,1200.0
16309,SL,400.0
16309,3A,640.0
16309,2A,800.0
16309,1A,1200.0
16310,SL,400.0
16310,3A,640.0
16310,2A,800.0
16310,1A,1200.0
16322,SL,400.0
16322,3A,640.0
16322,2A,800.0
16322,1A,1200.0
16323,SL,400.0
16323,3A,640.0
16323,2A,800.0
16323,1A,1200.0
16326,SL,400.0
16326,3A,640.0
16326,2A,800.0
16326,1A,1200.0
11271,SL,400.0
11271,3A,640.0
11271,2A,800.0
11271,1A,1200.0
12809,SL,400.0
12809,3A,640.0
12809,2A,800.0
12809,1A,1200.0
14003,SL,400.0
14003,3A,640.0
14003,2A,800.0
14003,1A,1200.0
16221,SL,400.0
16221,3A,640.0
16221,2A,800.0
16221,1A,1200.0
16233,SL,400.0
16233,3A,640.0
16233,2A,800.0
16233,1A,1200.0
16234,SL,400.0
16234,3A,640.0
16234,2A,800.0
16234,1A,1200.0
16301,SL,400.0
16301,3A,640.0
16301,2A,800.0
16301,1A,1200.0
16303,SL,400.0
16303,3A,640.0
16303,2A,800.0
16303,1A,1200.0
16304,SL,400.0
16304,3A,640.0
16304,2A,800.0
16304,1A,1200.0
16306,SL,400.0
16306,3A,640.0
16306,2A,800.0
16306,1A,1200.0
16308,SL,400.0
16308,3A,640.0
16308,2A,800.0
16308,1A,1200.0
16313,SL,400.0
16313,3A,640.0
16313,2A,800.0
16313,1A,1200.0
16314,SL,400.0
16314,3A,640.0
16314,2A,800.0
16314,1A,1200.0
16315,SL,400.0
16315,3A,640.0
16315,2A,800.0
16315,1A,1200.0
16316,SL,400.0
16316,3A,640.0
16316,2A,800.0
16316,1A,1200.0
16317,SL,400.0
16317,3A,640.0
16317,2A,800.0
16317,1A,1200.0
16318,SL,400.0
16318,3A,640.0
16318,2A,800.0
16318,1A,1200.0
16318-Slip,SL,400.0
16318-Slip,3A,640.0
16318-Slip,2A,800.0
16318-Slip,1A,1200.0
16324,SL,400.0
16324,3A,640.0
16324,2A,800.0
16324,1A,1200.0
16325,SL,400.0
16325,3A,640.0
16325,2A,800.0
16325,1A,1200.0
16327,SL,400.0
16327,3A,640.0
16327,2A,800.0
16327,1A,1200.0
16328,SL,400.0
16328,3A,640.0
16328,2A,800.0
16328,1A,1200.0
16331,SL,400.0
16331,3A,640.0
16331,2A,800.0
16331,1A,1200.0
16332,SL,400.0
16332,3A,640.0
16332,2A,800.0
16332,1A,1200.0
16333,SL,400.0
16333,3A,640.0
16333,2A,800.0
16333,1A,1200.0
16334,SL,400.0
16334,3A,640.0
16334,2A,800.0
16334,1A,1200.0
16335,SL,400.0
16335,3A,640.0
16335,2A,800.0
16335,1A,1200.0
16336,SL,400.0
16336,3A,640.0
16336,2A,800.0
16336,1A,1200.0
16337,SL,400.0
16337,3A,640.0
16337,2A,800.0
16337,1A,1200.0
16338,SL,400.0
16338,3A,640.0
16338,2A,800.0
16338,1A,1200.0
16339,SL,400.0
16339,3A,640.0
16339,2A,800.0
16339,1A,1200.0
16340,SL,400.0
16340,3A,640.0
16340,2A,800.0
16340,1A,1200.0
16341,SL,400.0
16341,3A,640.0
16341,2A,800.0
16341,1A,1200.0
16342,SL,400.0
16342,3A,640.0
16342,2A,800.0
16342,1A,1200.0
16343,SL,400.0
16343,3A,640.0
16343,2A,800.0
16343,1A,1200.0
16344,SL,400.0
16344,3A,640.0
16344,2A,800.0
16344,1A,1200.0
16347,SL,400.0
16347,3A,640.0
16347,2A,800.0
16347,1A,1200.0
16348,SL,400.0
16348,3A,640.0
16348,2A,800.0
16348,1A,1200.0
16349,SL,400.0
16349,3A,640.0
16349,2A,800.0
16349,1A,1200.0
16350,SL,400.0
16350,3A,640.0
16350,2A,800.0
16350,1A,1200.0
16381,SL,400.0
16381,3A,640.0
16381,2A,800.0
16381,1A,1200.0
16382,SL,400.0
16382,3A,640.0
16382,2A,800.0
16382,1A,1200.0
16517,SL,400.0
16517,3A,640.0
16517,2A,800.0
16517,1A,1200.0
16527,SL,400.0
16527,3A,640.0
16527,2A,800.0
16527,1A,1200.0
16529,SL,400.0
16529,3A,640.0
16529,2A,800.0
16529,1A,1200.0
16530,SL,400.0
16530,3A,640.0
16530,2A,800.0
16530,1A,1200.0
16532,SL,400.0
16532,3A,640.0
16532,2A,800.0
16532,1A,1200.0
16560,SL,400.0
16560,3A,640.0
16560,2A,800.0
16560,1A,1200.0
58402,SL,400.0
58402,3A,640.0
58402,2A,800.0
58402,1A,1200.0
14511,SL,400.0
14511,3A,640.0
14511,2A,800.0
14511,1A,1200.0
16345,SL,400.0
16345,3A,640.0
16345,2A,800.0
16345,1A,1200.0
16346,SL,400.0
16346,3A,640.0
16346,2A,800.0
16346,1A,1200.0
16351,SL,400.0
16351,3A,640.0
16351,2A,800.0
16351,1A,1200.0
16360,SL,400.0
16360,3A,640.0
16360,2A,800.0
16360,1A,1200.0
16501,SL,400.0
16501,3A,640.0
16501,2A,800.0
16501,1A,1200.0
16502,SL,400.0
16502,3A,640.0
16502,2A,800.0
16502,1A,1200.0
16505,SL,400.0
16505,3A,640.0
16505,2A,800.0
16505,1A,1200.0
16506,SL,400.0
16506,3A,640.0
16506,2A,800.0
16506,1A,1200.0
16508,SL,400.0
16508,3A,640.0
16508,2A,800.0
16508,1A,1200.0
16516,SL,400.0
16516,3A,640.0
16516,2A,800.0
16516,1A,1200.0
16518,SL,400.0
16518,3A,640.0
16518,2A,800.0
16518,1A,1200.0
16520,SL,400.0
16520,3A,640.0
16520,2A,800.0
16520,1A,1200.0
16521,SL,400.0
16521,3A,640.0
16521,2A,800.0
16521,1A,1200.0
16522,SL,400.0
16522,3A,640.0
16522,2A,800.0
16522,1A,1200.0
16525,SL,400.0
16525,3A,640.0
16525,2A,800.0
16525,1A,1200.0
16528,SL,400.0
16528,3A,640.0
16528,2A,800.0
16528,1A,1200.0
16531,SL,400.0
16531,3A,640.0
16531,2A,800.0
16531,1A,1200.0
16533,SL,400.0
16533,3A,640.0
16533,2A,800.0
16533,1A,1200.0
16534,SL,400.0
16534,3A,640.0
16534,2A,800.0
16534,1A,1200.0
16535,SL,400.0
16535,3A,640.0
16535,2A,800.0
16535,1A,1200.0
16536,SL,400.0
16536,3A,640.0
16536,2A,800.0
16536,1A,1200.0
16537,SL,400.0
16537,3A,640.0
16537,2A,800.0
16537,1A,1200.0
16538,SL,400.0
16538,3A,640.0
16538,2A,800.0
16538,1A,1200.0
16557,SL,400.0
16557,3A,640.0
16557,2A,800.0
16557,1A,1200.0
16559,SL,400.0
16559,3A,640.0
16559,2A,800.0
16559,1A,1200.0
16589,SL,400.0
16589,3A,640.0
16589,2A,800.0
16589,1A,1200.0
16590,SL,400.0
16590,3A,640.0
16590,2A,800.0
16590,1A,1200.0
16591,SL,400.0
16591,3A,640.0
16591,2A,800.0
16591,1A,1200.0
16592,SL,400.0
16592,3A,640.0
16592,2A,800.0
16592,1A,1200.0
16593,SL,400.0
16593,3A,640.0
16593,2A,800.0
16593,1A,1200.0
16594,SL,400.0
16594,3A,640.0
16594,2A,800.0
16594,1A,1200.0
16605,SL,400.0
16605,3A,640.0
16605,2A,800.0
16605,1A,1200.0
16606,SL,400.0
16606,3A,640.0
16606,2A,800.0
16606,1A,1200.0
16609,SL,400.0
16609,3A,640.0
16609,2A,800.0
16609,1A,1200.0
16610,SL,400.0
16610,3A,640.0
16610,2A,800.0
16610,1A,1200.0
16612,SL,400.0
16612,3A,640.0
16612,2A,800.0
16612,1A,1200.0
16687,SL,400.0
16687,3A,640.0
16687,2A,800.0
16687,1A,1200.0
16688,SL,400.0
16688,3A,640.0
16688,2A,800.0
16688,1A,1200.0
16688-Slip,SL,400.0
16688-Slip,3A,640.0
16688-Slip,2A,800.0
16688-Slip,1A,1200.0
16702,SL,400.0
16702,3A,640.0
16702,2A,800.0
16702,1A,1200.0
16713,SL,400.0
16713,3A,640.0
16713,2A,800.0
16713,1A,1200.0
16714,SL,400.0
16714,3A,640.0
16714,2A,800.0
16714,1A,1200.0
16731,SL,400.0
16731,3A,640.0
16731,2A,800.0
16731,1A,1200.0
16735,SL,400.0
16735,3A,640.0
16735,2A,800.0
16735,1A,1200.0
16853,SL,400.0
16853,3A,640.0
16853,2A,800.0
16853,1A,1200.0
17001,SL,400.0
17001,3A,640.0
17001,2A,800.0
17001,1A,1200.0
17015,SL,400.0
17015,3A,640.0
17015,2A,800.0
17015,1A,1200.0
63151,SL,400.0
63151,3A,640.0
63151,2A,800.0
63151,1A,1200.0
15653,SL,400.0
15653,3A,640.0
15653,2A,800.0
15653,1A,1200.0
16603,SL,400.0
16603,3A,640.0
16603,2A,800.0
16603,1A,1200.0
16604,SL,400.0
16604,3A,640.0
16604,2A,800.0
16604,1A,1200.0
16611,SL,400.0
16611,3A,640.0
16611,2A,800.0
16611,1A,1200.0
16613,SL,400.0
16613,3A,640.0
16613,2A,800.0
16613,1A,1200.0
16614,SL,400.0
16614,3A,640.0
16614,2A,800.0
16614,1A,1200.0
16628,SL,400.0
16628,3A,640.0
16628,2A,800.0
16628,1A,1200.0
16629,SL,400.0
16629,3A,640.0
16629,2A,800.0
16629,1A,1200.0
16630,SL,400.0
16630,3A,640.0
16630,2A,800.0
16630,1A,1200.0
16649,SL,400.0
16649,3A,640.0
16649,2A,800.0
16649,1A,1200.0
16650,SL,400.0
16650,3A,640.0
16650,2A,800.0
16650,1A,1200.0
16669,SL,400.0
16669,3A,640.0
16669,2A,800.0
16669,1A,1200.0
16670,SL,400.0
16670,3A,640.0
16670,2A,800.0
16670,1A,1200.0
16724,SL,400.0
16724,3A,640.0
16724,2A,800.0
16724,1A,1200.0
16732,SL,400.0
16732,3A,640.0
16732,2A,800.0
16732,1A,1200.0
16733,SL,400.0
16733,3A,640.0
16733,2A,800.0
16733,1A,1200.0
16734,SL,400.0
16734,3A,640.0
16734,2A,800.0
16734,1A,1200.0
16736,SL,400.0
16736,3A,640.0
16736,2A,800.0
16736,1A,1200.0
16779,SL,400.0
16779,3A,640.0
16779,2A,800.0
16779,1A,1200.0
16780,SL,400.0
16780,3A,640.0
16780,2A,800.0
16780,1A,1200.0
16787,SL,400.0
16787,3A,640.0
16787,2A,800.0
16787,1A,1200.0
16788,SL,400.0
16788,3A,640.0
16788,2A,800.0
16788,1A,1200.0
16854,SL,400.0
16854,3A,640.0
16854,2A,800.0
16854,1A,1200.0
16861,SL,400.0
16861,3A,640.0
16861,2A,800.0
16861,1A,1200.0
16862,SL,400.0
16862,3A,640.0
16862,2A,800.0
16862,1A,1200.0
16865,SL,400.0
16865,3A,640.0
16865,2A,800.0
16865,1A,1200.0
16866,SL,400.0
16866,3A,640.0
16866,2A,800.0
16866,1A,1200.0
17003,SL,400.0
17003,3A,640.0
17003,2A,800.0
17003,1A,1200.0
17004,SL,400.0
17004,3A,640.0
17004,2A,800.0
17004,1A,1200.0
17005,SL,400.0
17005,3A,640.0
17005,2A,800.0
17005,1A,1200.0
17006,SL,400.0
17006,3A,640.0
17006,2A,800.0
17006,1A,1200.0
17013,SL,400.0
17013,3A,640.0
17013,2A,800.0
17013,1A,1200.0
17014,SL,400.0
17014,3A,640.0
17014,2A,800.0
17014,1A,1200.0
17032,SL,400.0
17032,3A,640.0
17032,2A,800.0
17032,1A,1200.0
17037,SL,400.0
17037,3A,640.0
17037,2A,800.0
17037,1A,1200.0
17057-Slip,SL,400.0
17057-Slip,3A,640.0
17057-Slip,2A,800.0
17057-Slip,1A,1200.0
17203,SL,400.0
17203,3A,640.0
17203,2A,800.0
17203,1A,1200.0
17204,SL,400.0
17204,3A,640.0
17204,2A,800.0
17204,1A,1200.0
17205,SL,400.0
17205,3A,640.0
17205,2A,800.0
17205,1A,1200.0
17206,SL,400.0
17206,3A,640.0
17206,2A,800.0
17206,1A,1200.0
17209,SL,400.0
17209,3A,640.0
17209,2A,800.0
17209,1A,1200.0
17210,SL,400.0
17210,3A,640.0
17210,2A,800.0
17210,1A,1200.0
17212,SL,400.0
17212,3A,640.0
17212,2A,800.0
17212,1A,1200.0
17213,SL,400.0
17213,3A,640.0
17213,2A,800.0
17213,1A,1200.0
17229,SL,400.0
17229,3A,640.0
17229,2A,800.0
17229,1A,1200.0
17230,SL,400.0
17230,3A,640.0
17230,2A,800.0
17230,1A,1200.0
17304,SL,400.0
17304,3A,640.0
17304,2A,800.0
17304,1A,1200.0
17307,SL,400.0
17307,3A,640.0
17307,2A,800.0
17307,1A,1200.0
17309,SL,400.0
17309,3A,640.0
17309,2A,800.0
17309,1A,1200.0
12073,SL,400.0
12073,3A,640.0
12073,2A,800.0
12073,1A,1200.0
14209,SL,400.0
14209,3A,640.0
14209,2A,800.0
14209,1A,1200.0
15227,SL,400.0
15227,3A,640.0
15227,2A,800.0
15227,1A,1200.0
16042,SL,400.0
16042,3A,640.0
16042,2A,800.0
16042,1A,1200.0
16307,SL,400.0
16307,3A,640.0
16307,2A,800.0
16307,1A,1200.0
17017,SL,400.0
17017,3A,640.0
17017,2A,800.0
17017,1A,1200.0
17035,SL,400.0
17035,3A,640.0
17035,2A,800.0
17035,1A,1200.0
17036,SL,400.0
17036,3A,640.0
17036,2A,800.0
17036,1A,1200.0
17049,SL,400.0
17049,3A,640.0
17049,2A,800.0
17049,1A,1200.0
17050,SL,400.0
17050,3A,640.0
17050,2A,800.0
17050,1A,1200.0
17057,SL,400.0
17057,3A,640.0
17057,2A,800.0
17057,1A,1200.0
17058,SL,400.0
17058,3A,640.0
17058,2A,800.0
17058,1A,1200.0
17063,SL,400.0
17063,3A,640.0
17063,2A,800.0
17063,1A,1200.0
17064,SL,400.0
17064,3A,640.0
17064,2A,800.0
17064,1A,1200.0
17201,SL,400.0
17201,3A,640.0
17201,2A,800.0
17201,1A,1200.0
17202,SL,400.0
17202,3A,640.0
17202,2A,800.0
17202,1A,1200.0
17207,SL,400.0
17207,3A,640.0
17207,2A,800.0
17207,1A,1200.0
17208,SL,400.0
17208,3A,640.0
17208,2A,800.0
17208,1A,1200.0
17211,SL,400.0
17211,3A,640.0
17211,2A,800.0
17211,1A,1200.0
17214,SL,400.0
17214,3A,640.0
17214,2A,800.0
17214,1A,1200.0
17225,SL,400.0
17225,3A,640.0
17225,2A,800.0
17225,1A,1200.0
17226,SL,400.0
17226,3A,640.0
17226,2A,800.0
17226,1A,1200.0
17226-Slip,SL,400.0
17226-Slip,3A,640.0
17226-Slip,2A,800.0
17226-Slip,1A,1200.0
17233,SL,400.0
17233,3A,640.0
17233,2A,800.0
17233,1A,1200.0
17234,SL,400.0
17234,3A,640.0
17234,2A,800.0
17234,1A,1200.0
17239,SL,400.0
17239,3A,640.0
17239,2A,800.0
17239,1A,1200.0
17240,SL,400.0
17240,3A,640.0
17240,2A,800.0
17240,1A,1200.0
17241,SL,400.0
17241,3A,640.0
17241,2A,800.0
17241,1A,1200.0
17255,SL,400.0
17255,3A,640.0
17255,2A,800.0
17255,1A,1200.0
17256,SL,400.0
17256,3A,640.0
17256,2A,800.0
17256,1A,1200.0
17301,SL,400.0
17301,3A,640.0
17301,2A,800.0
17301,1A,1200.0
17302,SL,400.0
17302,3A,640.0
17302,2A,800.0
17302,1A,1200.0
17303,SL,400.0
17303,3A,640.0
17303,2A,800.0
17303,1A,1200.0
17305,SL,400.0
17305,3A,640.0
17305,2A,800.0
17305,1A,1200.0
17308,SL,400.0
17308,3A,640.0
17308,2A,800.0
17308,1A,1200.0
17312,SL,400.0
17312,3A,640.0
17312,2A,800.0
17312,1A,1200.0
17313,SL,400.0
17313,3A,640.0
17313,2A,800.0
17313,1A,1200.0
17314,SL,400.0
17314,3A,640.0
17314,2A,800.0
17314,1A,1200.0
17315,SL,400.0
17315,3A,640.0
17315,2A,800.0
17315,1A,1200.0
17316,SL,400.0
17316,3A,640.0
17316,2A,800.0
17316,1A,1200.0
17403,SL,400.0
17403,3A,640.0
17403,2A,800.0
17403,1A,1200.0
17479-Slip,SL,400.0
17479-Slip,3A,640.0
17479-Slip,2A,800.0
17479-Slip,1A,1200.0
17480,SL,400.0
17480,3A,640.0
17480,2A,800.0
17480,1A,1200.0
17610,SL,400.0
17610,3A,640.0
17610,2A,800.0
17610,1A,1200.0
17643,SL,400.0
17643,3A,640.0
17643,2A,800.0
17643,1A,1200.0
17644,SL,400.0
17644,3A,640.0
17644,2A,800.0
17644,1A,1200.0
18002,SL,400.0
18002,3A,640.0
18002,2A,800.0
18002,1A,1200.0
18207,SL,400.0
18207,3A,640.0
18207,2A,800.0
18207,1A,1200.0
56261,SL,400.0
56261,3A,640.0
56261,2A,800.0
56261,1A,1200.0
12175,SL,400.0
12175,3A,640.0
12175,2A,800.0
12175,1A,1200.0
12574,SL,400.0
12574,3A,640.0
12574,2A,800.0
12574,1A,1200.0
12713,SL,400.0
12713,3A,640.0
12713,2A,800.0
12713,1A,1200.0
17401,SL,400.0
17401,3A,640.0
17401,2A,800.0
17401,1A,1200.0
17402,SL,400.0
17402,3A,640.0
17402,2A,800.0
17402,1A,1200.0
17404,SL,400.0
17404,3A,640.0
17404,2A,800.0
17404,1A,1200.0
17405,SL,400.0
17405,3A,640.0
17405,2A,800.0
17405,1A,1200.0
17406,SL,400.0
17406,3A,640.0
17406,2A,800.0
17406,1A,1200.0
17415,SL,400.0
17415,3A,640.0
17415,2A,800.0
17415,1A,1200.0
17416,SL,400.0
17416,3A,640.0
17416,2A,800.0
17416,1A,1200.0
17429,SL,400.0
17429,3A,640.0
17429,2A,800.0
17429,1A,1200.0
17430,SL,400.0
17430,3A,640.0
17430,2A,800.0
17430,1A,1200.0
17479,SL,400.0
17479,3A,640.0
17479,2A,800.0
17479,1A,1200.0
17481,SL,400.0
17481,3A,640.0
17481,2A,800.0
17481,1A,1200.0
17482,SL,400.0
17482,3A,640.0
17482,2A,800.0
17482,1A,1200.0
17487,SL,400.0
17487,3A,640.0
17487,2A,800.0
17487,1A,1200.0
17603,SL,400.0
17603,3A,640.0
17603,2A,800.0
17603,1A,1200.0
17607,SL,400.0
17607,3A,640.0
17607,2A,800.0
17607,1A,1200.0
17608,SL,400.0
17608,3A,640.0
17608,2A,800.0
17608,1A,1200.0
17613,SL,400.0
17613,3A,640.0
17613,2A,800.0
17613,1A,1200.0
17614,SL,400.0
17614,3A,640.0
17614,2A,800.0
17614,1A,1200.0
17617,SL,400.0
17617,3A,640.0
17617,2A,800.0
17617,1A,1200.0
17618,SL,400.0
17618,3A,640.0
17618,2A,800.0
17618,1A,1200.0
17687,SL,400.0
17687,3A,640.0
17687,2A,800.0
17687,1A,1200.0
17688,SL,400.0
17688,3A,640.0
17688,2A,800.0
17688,1A,1200.0
18003,SL,400.0
18003,3A,640.0
18003,2A,800.0
18003,1A,1200.0
18004,SL,400.0
18004,3A,640.0
18004,2A,800.0
18004,1A,1200.0
18007,SL,400.0
18007,3A,640.0
18007,2A,800.0
18007,1A,1200.0
18008,SL,400.0
18008,3A,640.0
18008,2A,800.0
18008,1A,1200.0
18048,SL,400.0
18048,3A,640.0
18048,2A,800.0
18048,1A,1200.0
18102,SL,400.0
18102,3A,640.0
18102,2A,800.0
18102,1A,1200.0
18105,SL,400.0
18105,3A,640.0
18105,2A,800.0
18105,1A,1200.0
18106,SL,400.0
18106,3A,640.0
18106,2A,800.0
18106,1A,1200.0
18108,SL,400.0
18108,3A,640.0
18108,2A,800.0
18108,1A,1200.0
18190,SL,400.0
18190,3A,640.0
18190,2A,800.0
18190,1A,1200.0
18191,SL,400.0
18191,3A,640.0
18191,2A,800.0
18191,1A,1200.0
18192,SL,400.0
18192,3A,640.0
18192,2A,800.0
18192,1A,1200.0
18201,SL,400.0
18201,3A,640.0
18201,2A,800.0
18201,1A,1200.0
18205,SL,400.0
18205,3A,640.0
18205,2A,800.0
18205,1A,1200.0
18208,SL,400.0
18208,3A,640.0
18208,2A,800.0
18208,1A,1200.0
18209,SL,400.0
18209,3A,640.0
18209,2A,800.0
18209,1A,1200.0
18236,SL,400.0
18236,3A,640.0
18236,2A,800.0
18236,1A,1200.0
18239,SL,400.0
18239,3A,640.0
18239,2A,800.0
18239,1A,1200.0
18240,SL,400.0
18240,3A,640.0
18240,2A,800.0
18240,1A,1200.0
18241,SL,400.0
18241,3A,640.0
18241,2A,800.0
18241,1A,1200.0
18241-Slip,SL,400.0
18241-Slip,3A,640.0
18241-Slip,2A,800.0
18241-Slip,1A,1200.0
18301,SL,400.0
18301,3A,640.0
18301,2A,800.0
18301,1A,1200.0
52179,SL,400.0
52179,3A,640.0
52179,2A,800.0
52179,1A,1200.0
56014,SL,400.0
56014,3A,640.0
56014,2A,800.0
56014,1A,1200.0
12380,SL,400.0
12380,3A,640.0
12380,2A,800.0
12380,1A,1200.0
12663,SL,400.0
12663,3A,640.0
12663,2A,800.0
12663,1A,1200.0
14260,SL,400.0
14260,3A,640.0
14260,2A,800.0
14260,1A,1200.0
15901,SL,400.0
15901,3A,640.0
15901,2A,800.0
15901,1A,1200.0
16312,SL,400.0
16312,3A,640.0
16312,2A,800.0
16312,1A,1200.0
16515,SL,400.0
16515,3A,640.0
16515,2A,800.0
16515,1A,1200.0
17038,SL,400.0
17038,3A,640.0
17038,2A,800.0
17038,1A,1200.0
17310,SL,400.0
17310,3A,640.0
17310,2A,800.0
17310,1A,1200.0
17609,SL,400.0
17609,3A,640.0
17609,2A,800.0
17609,1A,1200.0
18029,SL,400.0
18029,3A,640.0
18029,2A,800.0
18029,1A,1200.0
18048-Slip,SL,400.0
18048-Slip,3A,640.0
18048-Slip,2A,800.0
18048-Slip,1A,1200.0
18101,SL,400.0
18101,3A,640.0
18101,2A,800.0
18101,1A,1200.0
18102-Slip,SL,400.0
18102-Slip,3A,640.0
18102-Slip,2A,800.0
18102-Slip,1A,1200.0
18103,SL,400.0
18103,3A,640.0
18103,2A,800.0
18103,1A,1200.0
18181,SL,400.0
18181,3A,640.0
18181,2A,800.0
18181,1A,1200.0
18181-Slip,SL,400.0
18181-Slip,3A,640.0
18181-Slip,2A,800.0
18181-Slip,1A,1200.0
18182,SL,400.0
18182,3A,640.0
18182,2A,800.0
18182,1A,1200.0
18183,SL,400.0
18183,3A,640.0
18183,2A,800.0
18183,1A,1200.0
18184,SL,400.0
18184,3A,640.0
18184,2A,800.0
18184,1A,1200.0
18189,SL,400.0
18189,3A,640.0
18189,2A,800.0
18189,1A,1200.0
18202,SL,400.0
18202,3A,640.0
18202,2A,800.0
18202,1A,1200.0
18203,SL,400.0
18203,3A,640.0
18203,2A,800.0
18203,1A,1200.0
18204,SL,400.0
18204,3A,640.0
18204,2A,800.0
18204,1A,1200.0
18206,SL,400.0
18206,3A,640.0
18206,2A,800.0
18206,1A,1200.0
18233,SL,400.0
18233,3A,640.0
18233,2A,800.0
18233,1A,1200.0
18234,SL,400.0
18234,3A,640.0
18234,2A,800.0
18234,1A,1200.0
18237,SL,400.0
18237,3A,640.0
18237,2A,800.0
18237,1A,1200.0
18238,SL,400.0
18238,3A,640.0
18238,2A,800.0
18238,1A,1200.0
18238-Slip,SL,400.0
18238-Slip,3A,640.0
18238-Slip,2A,800.0
18238-Slip,1A,1200.0
18242,SL,400.0
18242,3A,640.0
18242,2A,800.0
18242,1A,1200.0
18302-Slip,SL,400.0
18302-Slip,3A,640.0
18302-Slip,2A,800.0
18302-Slip,1A,1200.0
18401,SL,400.0
18401,3A,640.0
18401,2A,800.0
18401,1A,1200.0
18410,SL,400.0
18410,3A,640.0
18410,2A,800.0
18410,1A,1200.0
18417,SL,400.0
18417,3A,640.0
18417,2A,800.0
18417,1A,1200.0
18418,SL,400.0
18418,3A,640.0
18418,2A,800.0
18418,1A,1200.0
18447,SL,400.0
18447,3A,640.0
18447,2A,800.0
18447,1A,1200.0
18447-Slip,SL,400.0
